Id	Bleu	Key	Lda	Cosim	Ngram	Holistic	Score
581	0.13945886495061205	6	4	0.2856960555543431	10.452814260902496	1	1
1253	0.03688910934380368	3	4	0.18825042375452186	5.843935068199774	1	2
849	0.14086024123981056	4	1	0.388986429081843	12.355560157525426	0	1
720	0.06542527778215723	0	0	0.361437787927316	9.22969688979751	0	1
1523	0.05065928861941634	5	1	0.40602551538220905	14.637823691616259	2	0
1402	0.01718792677961104	2	5	0.44856427589108416	5.871706050227722	0	0
1453	0.03856047500807047	4	4	0.2368186712442952	11.109683269087295	1	1
51	0.35346027362567856	2	4	0.45104685278102913	14.000913362523269	2	1
950	0.09633307940444312	1	1	0.2478255213243382	9.816313921940521	0	0
1054	0.02496190514624391	0	0	0.21386317910215477	4.974559998824704	0	0
747	0.24685297704754214	9	4	0.5301658881842047	14.10152984270631	1	3
306	0.06597899221807599	1	1	0.26541540458416235	6.53113641454939	0	0
1474	0.32794125822398856	6	4	0.3798629788094675	18.109662740080697	3	3
1412	0	0	0	0.13478735110130372	1.81571426939074	0	0
527	0.17566735889004984	3	4	0.519457828310283	7.680859499977148	1	3
59	0.16209736571637348	3	1	0.44561574017429906	18.08896647148935	1	3
177	0.1310520051185569	7	4	0.27105667848851317	22.382165598419462	1	2
561	0.07447078562414056	4	4	0.34289464223393146	13.46008988861156	0	1
307	0.07846477333046968	7	1	0.24841702939885504	18.359410012931683	1	2
219	0.2766752243956481	8	4	0.49618258531453086	34.08087794558381	1	2
854	0.07137896248227313	0	0	0.28564390615441154	10.71592767827288	0	0
1124	0.011200863036523902	0	0	0.3834924054504381	5.959413621294426	0	0
1533	0.10422182361701798	9	4	0.37598834140688464	19.240294586734212	3	1
1213	0.020104385500357085	1	1	0.3395416779038259	4.620919195183901	0	0
1620	0.38386464866432474	4	4	0.49278766481060576	18.420334587377592	1	3
470	0.061184904849584575	4	1	0.4187829603296389	12.287170615126936	2	0
533	0.05606531671523076	6	4	0.3872244019952785	26.119804765238193	0	0
1433	0.041867955581872916	8	4	0.38087648471269187	20.730924307255236	1	3
931	0.44894513148765364	7	4	0.4864639265456202	17.30773909183351	3	3
708	0.1221377690403979	6	4	0.48136068364535645	18.700939079204993	3	3
1463	0.36381856936128754	4	4	0.5640050693463151	20.101909279231258	1	1
880	0.3635387352028563	10	4	0.4977491340969464	30.550371183048856	2	1
1070	0.12486557620383446	5	5	0.40916172242580245	13.432124286961749	0	0
1619	0.039100191059940934	6	4	0.25989246693021195	13.462324745258183	1	3
693	0.15925913495822716	6	4	0.39414409986667504	23.956565493330203	1	2
851	0.07644379372374531	0	0	0.43033692503267684	6.151616151306554	0	0
753	0.3998382890537504	4	4	0.42289191327506764	12.447974886534924	1	2
865	0.06688504352455067	6	4	0.33302608790677823	22.16488062161436	1	2
981	0.25880283258848075	9	4	0.41072050804686033	27.31998493422642	3	2
172	0.32457779251972063	4	4	0.41016059501789404	15.752618988338797	2	2
598	0.042262371866123714	0	0	0.32193609500048853	5.863916794868133	0	0
1129	0.43937179398896054	3	4	0.45447140482518084	11.750354830927588	1	2
247	0.12178513312952827	6	4	0.4645314433772048	18.453264459998202	1	1
361	0.4478219309887846	7	4	0.6239761883790133	19.353655005125592	3	2
974	0.021078411051429057	0	0	0.17716820183297452	4.826189549633149	0	0
823	0.012711973250039971	1	1	0.7284139463018985	11.620550051084104	0	0
726	0.2548764471933502	6	4	0.4395964944094232	17.085614512990336	3	2
990	0.22203209279578523	5	1	0.44935926358779194	21.527159908599188	0	2
1210	0.04526247476075369	0	3	0.3683582665465451	10.046093991596411	0	1
1496	0.19503871157423394	6	4	0.439817385898791	23.534766985904408	3	2
843	0.34954069556890877	6	4	0.7247559414290423	15.272343016460665	1	1
625	0.112407511705685	6	4	0.42160020775643386	19.172323673058962	1	3
1514	0.04072945106695954	2	1	0.263722082170591	7.5359204520969225	1	1
227	0.2668338044064853	3	1	0.3458428699907038	11.803770023630369	0	1
638	0.315876205978107	8	4	0.45551924363957924	18.5024936449859	3	3
871	0.3564894404285512	7	4	0.4582335421344293	20.00527713600468	3	1
246	0.10771706223612126	1	1	0.47992476236938253	14.754208457745266	0	0
1461	0.1471987285947308	3	1	0.3466321172813182	16.04119443638726	0	2
1667	0.2151896515949464	6	4	0.4411220013697556	23.518944656135055	0	2
453	0.14115413361359713	8	4	0.47794108540377156	19.552731784039832	2	0
1091	0.15208599674547185	3	4	0.4060200945196022	9.551085064746058	1	2
1093	0.016347884809569575	0	0	0.33855242247655964	2.4033063127103373	0	0
1444	0.20368216118184215	6	4	0.4448990901181544	18.158355351443245	1	3
605	0.3239665185113939	6	4	0.40573763710870875	17.53539932289932	1	2
111	0.024526797559214164	0	0	0.2633096484562769	2.9628314495961554	0	0
621	0.25048886668987064	0	0	0.3314668526639111	9.746492370718379	0	0
505	0.2108487675135258	8	4	0.40562908595691155	9.022472380560616	1	3
789	0.11040251068125029	7	4	0.33379666279820347	13.822734639614435	2	2
1214	0.13644744283894245	7	4	0.4581991262054939	13.820553139670789	1	2
1092	0.257491174112208	4	4	0.38875629196486333	11.201160930572696	0	2
1280	0.06617348145816337	5	4	0.30172267240361716	15.634168508874053	0	0
481	0.06823370347803781	2	5	0.33147025606181363	6.999436511201218	0	1
154	0.07712095001614094	0	0	0.29112016409130326	4.281092993917734	0	0
1342	0.2676602594855912	3	5	0.44724078141029666	18.98680384653261	0	2
405	0.1009828465469161	10	4	0.39783094007515696	37.37940094391331	1	2
839	0.008464840831478485	3	4	0.23493268610744963	5.647050580138815	0	0
618	0.5141674464284942	4	4	0.5049646847079888	15.165839814640123	1	1
602	0.28945091801847533	11	4	0.39212059451220715	22.650621437386135	2	2
1194	0.010585323686366605	1	4	0.2956656082993233	4.363138658726894	0	3
1108	0.01564768045588893	0	0	0.2148853863964364	3.113765646118587	0	0
71	0.12569074639730188	5	4	0.3111668054466406	14.52646144704968	1	1
1233	0.0680947329808406	5	4	0.38048513963149705	11.108196566299945	0	0
100	0.13359902443201183	5	4	0.2908921417131685	16.471828741658122	2	2
674	0.33639522990867937	4	4	0.5815677522127682	17.43555077962972	1	2
334	0.07449531824388154	5	4	0.31826681609286406	18.274026257540186	0	0
1313	0.2514855293980562	3	4	0.46497722574303246	24.788471129198335	1	3
1492	0.04016422433046024	12	4	0.32676457541247206	37.9966315504241	3	3
1150	0.3033233948758975	6	5	0.4706464758931231	17.009441598992673	0	2
553	0.3178318233576138	5	4	0.3296817530368047	8.10988696545972	0	0
827	0.34701980062859494	4	4	0.5166113690511102	18.97600219697743	1	2
1506	0.4819821661869392	5	4	0.4772173832616623	18.200186917485677	0	1
684	0.1625574134940208	8	4	0.4962718198631865	19.767623918049615	2	2
1470	0.12589230023999917	8	5	0.3777778363797191	14.235353535353536	3	3
1359	0.1820258725320541	6	4	0.35516236443676885	9.12671382624943	1	1
311	0.12676562784979334	6	4	0.4414157343564333	13.70353731236084	1	2
1221	0.11098958865193337	0	0	0.6311559026397745	9.120361645802486	0	0
925	0.2699337032610531	3	3	0.357426860397754	16.014081541093923	0	1
775	0.1444874434332814	0	0	0.3841768771140145	13.160793897365107	0	0
456	0.04048289708255069	2	5	0.2881127279500298	8.07250731294849	0	0
1529	0.036887584623034445	1	4	0.41791547739540924	9.571255949932421	0	1
1145	0.1366991762812829	7	4	0.3673682734203321	26.348402062147173	1	1
709	0.46695880201079004	6	4	0.6510186752452588	19.21968015644486	1	1
982	0.15313842679411874	11	4	0.5513551787168918	22.513180365386244	3	3
1464	0.000376949252706573	0	0	0.2031537894117548	1.138095238095238	0	0
737	0.09398769245557764	0	0	0.4223607276039447	7.604186680192871	0	1
1131	0.2105212522974151	5	5	0.4577969553793857	17.90899039751173	1	1
1578	0.0807072991640142	6	4	0.3624989214164974	15.406620585297055	1	1
377	0.16434036491655715	6	1	0.313795666100992	23.516041821320115	2	2
767	0.0744490500763055	6	4	0.39400770389433126	8.648648247177658	1	1
1302	0.34578105593876873	10	4	0.42116230308637675	16.256576936994893	1	1
593	0.17032532250037782	10	4	0.36831149987967826	34.608471386079394	2	3
1603	0.10696207799797085	6	4	0.36783683500701253	12.831711649203909	1	1
259	0.3968856979945479	9	4	0.5931521932508019	32.776825462119575	3	1
750	0.3382566755239482	7	4	0.5453034772072819	20.438804964385454	1	3
1456	0.1628382217477307	8	4	0.42620542850117954	14.050033384452547	3	2
1651	0.10544268311066331	9	4	0.47414967906524363	27.626538630152815	1	1
1306	0.3349961644453796	7	1	0.47616575673168077	23.159763907403217	3	3
946	0.09596284884551401	8	5	0.4078686966027922	19.492619102603616	2	2
1133	0.13162174678507063	7	4	0.4880909504355479	13.8611346986347	1	3
104	0.05818268554375522	3	4	0.33889562122190797	9.673170627326638	1	2
1419	0.2254505113472875	7	4	0.5001716519171414	11.084090745855452	2	3
62	0.13198466442083853	10	4	0.3461785485738106	18.195161619426322	2	3
3	0.0898126502061048	3	5	0.24310565216221844	9.597352149054936	0	1
1415	0.9151983950372075	6	4	0.9637990926269223	16.757998398454713	1	3
1425	0.06986922323123648	7	4	0.4116995764095248	24.130467365451878	1	3
1307	0.08281373568956464	8	4	0.44498334871946377	27.472342234461966	2	2
1628	0.24209335379599797	8	4	0.48511601467591653	27.98554364582933	1	3
860	0.12196592486580037	6	5	0.37560999273955603	16.12886643370389	0	3
346	0.1342786096843085	6	4	0.33535520458476586	16.307693652236992	1	1
278	0.03742800479236646	4	4	0.3305662757152031	6.87250011620721	1	1
1459	0.3963586516840504	5	1	0.5001365683131033	18.19328455342387	1	2
79	0.3279635235918102	6	4	0.5053976565314171	19.297208304251647	0	1
1135	0.025440978108925188	0	0	0.30089808385084094	3.42301691966519	0	3
34	0.48120274846624445	11	4	0.5214129049691683	17.466824678589383	2	3
178	0.24404957131238633	4	1	0.45979550905700856	6.5405581346757815	0	1
1050	0.1493348979662116	7	4	0.42844129713229895	32.83074375744653	0	0
1048	0.35274525698355386	7	4	0.540179679466276	11.08022589725376	1	2
1479	0.11922356537540468	7	5	0.5153061075203318	23.935341468629918	0	2
531	0.21106921704874812	6	4	0.37784030486219333	30.145548096367513	1	2
1491	0.1016177392900385	6	1	0.47067729115213	20.315891903933696	0	0
1166	0.13863935559128004	6	1	0.4332952405427239	15.493224603054323	0	1
1312	0.33660260540524795	8	4	0.4913455823668268	15.486497652674126	2	2
584	0.12969788474878008	6	5	0.3957759499148013	12.162158511423218	0	1
589	0.22705315082332517	4	4	0.3080983089350901	16.672026094820204	1	2
1227	0.22240073486977266	6	4	0.5663751109560127	17.739327970790814	2	3
874	0.15551653175382263	11	5	0.38828703292381295	30.949227956426085	2	3
1043	0.23498367313524537	8	5	0.5323185811610873	15.848594847704753	2	3
836	0.3549011703132884	7	4	0.5629053596331182	24.89467565308863	2	2
853	0.011978273337400551	0	0	0.8291815019804649	17.201569612018524	0	0
802	0.035473733110611506	1	1	0.4803140584808489	8.24278193598627	0	0
748	0.16676485199801938	6	4	0.578172016814213	12.22481374834316	0	2
1445	0.1985076456994499	5	5	0.4358435476336555	23.375065861211368	2	2
1430	0.3438061592801963	4	4	0.490583789400459	15.003095244968309	1	1
1112	0.13313084750845333	0	0	0.4393617799000955	6.423494301760218	0	0
610	0.10488043846078007	5	1	0.3216140150613762	14.650647778434156	0	0
1138	0.07560900827793053	0	0	0.4384880079444527	8.349849045862978	0	1
1095	0.0274874970699695	6	4	0.3185545096236137	11.095125441294174	2	0
886	0.4979944717974454	8	4	0.5739663806103484	15.322210632504746	1	2
1044	0.0874476691676818	6	4	0.42663250950347875	20.27210012210012	0	1
1139	0.09628329362276436	6	1	0.5569892381966817	18.825299537064236	2	0
734	0.28867420028503027	10	4	0.6020317429681552	11.899389581007227	1	2
101	0.21257301231309061	7	1	0.49511421074995426	18.258174795844738	0	3
41	0.10782918752579107	3	4	0.4838949138610955	15.35750245047425	2	1
385	0.003261474698861996	0	0	0.21042274803336578	3.6272517515164573	0	0
992	0.05860953191204042	6	4	0.37260110687208986	12.736869597550713	1	2
93	0.4034657419248492	8	4	0.5574840359781729	31.113524384112612	3	3
1152	0.12113117030401871	7	4	0.4554654906789801	14.35590971206296	0	0
1282	0.13165062476912265	7	4	0.342777359297669	24.050511398011054	2	2
48	0.07983387356903161	3	3	0.23434292558055392	10.580938669173962	0	0
1622	0.07302389828727311	9	5	0.32779916943833837	13.09354595353047	0	1
961	0.17337211525738444	7	4	0.4774426806846893	20.20093191122602	1	2
1661	0.31091799342979165	9	4	0.3286243523048658	19.024800646549867	3	3
1384	0.038411398829338264	0	0	0.37197916368262396	15.142573373703067	0	0
1263	0.06554486571133655	6	4	0.4133258884725406	14.626316326432425	3	0
210	0.14984938695844247	6	5	0.4701133058539735	15.138590576090573	0	1
1228	0.06599698650709658	3	4	0.4358221662007999	9.64521027068981	1	1
423	0.9464594399631753	6	4	0.9212752331665762	14.484635522716015	1	3
604	0.18153257627791955	10	4	0.4627793773561605	22.172599867452803	1	2
431	0.04600480687262775	3	5	0.41156726849110203	5.66013804307148	0	0
1457	0.11792247006517116	5	5	0.4210256099675667	14.14837207706369	0	3
857	0.33031939680279593	11	5	0.562374145278221	15.437448499213206	1	2
164	0.241504161043157	7	4	0.5400365992052836	36.51572129710672	1	2
367	0.26422250676022235	7	4	0.4728164316110489	12.992120053149467	1	3
908	0.00800555218791824	0	0	0.8371683020996177	4.769950001838546	0	0
1224	0.10024202152513771	0	3	0.33643168720931216	9.820171267500989	0	1
186	0.21391720959255667	6	5	0.3396913556673275	15.021188003640216	0	2
1053	0.5316176241533288	6	4	0.7087931436701725	20.157147917442032	1	2
142	0.25626676202215015	10	4	0.490525585970506	11.965144577644578	1	2
913	0.27792829948782066	7	4	0.5710905102938268	22.24549959844077	1	2
338	0.09857601774840588	3	3	0.5190054045845838	10.600454574889222	0	0
1179	0.055621922013430934	6	5	0.4940356838352916	8.262230661495368	0	0
653	0.3309654742911208	3	4	0.39877347954340314	12.502831102543379	1	1
1084	0.05316108566310755	2	4	0.34528725311685465	7.957619646435437	0	1
1174	0.08906352820167258	10	4	0.4174825574374118	17.52754210443839	1	2
1369	0.03222130823532325	0	0	0.19095475734260645	12.969007218271924	0	1
1117	0.20115446296751074	7	4	0.5637475280611656	16.77837995337995	1	3
1416	0.3060620581532645	8	4	0.5524888442120826	15.982344126461774	3	2
723	0.0021759912066193227	4	4	0.46904790930202866	5.202579365079365	0	0
1064	0.07466161689959357	2	1	0.45773975876535133	11.367974795466719	0	0
905	0.14662361810887722	11	4	0.49561397345045066	19.003888264298475	3	2
1659	0.2352531037465901	6	4	0.472717465382787	16.00115905336493	0	3
930	0.09685793983755575	3	4	0.30974348404794794	12.18265881177646	1	1
601	0.22996880975371095	6	4	0.41970180683196123	14.593112318538015	1	2
892	0.2155929011645255	8	4	0.5012983515416606	30.45078241182696	3	3
1304	0.0012478868617010629	0	0	0.3640240122937596	0.9729972641737348	0	1
1006	0.3195258651734225	6	4	0.503451202717487	14.81532087193852	1	3
19	0.13861101660212471	3	4	0.3715106926986398	15.451049457937998	0	0
1473	0.504729712031856	9	4	0.6397710507652359	26.142510731442613	3	2
5	0.09388658297038688	6	4	0.4373067250649364	14.958270874292547	1	2
975	0.3500420290051984	10	4	0.4981413922583158	15.951708400818308	2	3
862	0.2811299173775029	9	4	0.46164250607003526	18.67828242019418	2	3
128	0.0533768797994983	2	1	0.23606699222052852	6.074020668873612	0	0
356	0.3899591873879826	4	4	0.5382150971804958	17.61209023174967	0	2
275	0.2797084355703112	5	4	0.34389177531725124	13.843217115701634	0	1
473	0.14049617758262417	4	4	0.45929581660853475	8.434441272521767	0	3
919	0.3699702989278482	4	1	0.5569037567382011	16.271261633103734	0	1
873	0.4148509450076227	5	4	0.5761923266042412	17.081122791485896	0	2
429	0.0025173876201229073	0	0	0.20340448495421598	0.710430152922413	0	0
1338	0.322348665418098	6	4	0.5277960767814085	21.445591013098415	1	1
1630	0.11447991166333146	6	1	0.3388907560275531	25.130757305989498	2	3
804	0.3626520942128234	7	4	0.6142978996580604	21.129598669304553	1	3
538	0.013669055056015983	0	0	0.2802881338767506	2.979952194348479	0	0
722	0.2210657331492339	8	4	0.45786573203240627	12.654077965378272	0	2
1128	0.28333817608137873	6	4	0.41805544069577294	21.760809267272112	1	3
1439	0.19300134940538816	7	4	0.5737835288634966	10.979827525415763	1	2
964	0.4238553195910792	9	5	0.5641062422030599	14.511236475942356	0	2
475	0.05149396708543935	3	1	0.2954137654488653	8.030002350590586	0	1
612	0.06919126361859966	9	4	0.3939557207181943	13.976641938213145	2	2
1575	0.12860909696383882	3	5	0.4180856704851958	11.963469738895439	2	0
1061	0.25471905804409406	11	5	0.4127105826448122	24.222066366725798	1	2
1098	0.16041459652585413	7	4	0.5874142613358398	13.226573426573427	2	2
98	0.02547878681709001	0	4	0.2963330184212269	7.337101722666738	0	1
1393	0.2903150693551767	4	1	0.5481477333143061	8.508642256436374	0	1
379	0.1859366376012899	1	3	0.4682035066575182	13.693336926231662	0	1
1438	0.00461242175246734	3	4	0.43077291108567756	6.894978632478632	1	1
1367	0.2658015994495517	8	4	0.311191119629655	13.444691883623772	1	3
461	0.08627107190964929	10	4	0.4044641340289334	24.218856857161466	2	3
25	0.044208320680066714	3	5	0.412553080597164	5.344687182666723	0	1
1305	0.11493450066387798	5	4	0.6178719078199828	16.72411365145077	0	0
967	0.19660140449058078	9	4	0.34482517759959797	21.45522506389379	2	3
24	0.363207925685595	7	4	0.5016582017926844	20.389933031589038	3	3
1262	0.18465076504756375	6	4	0.4516924575393324	16.957386992952003	1	1
742	0.10670687651615453	0	0	0.5722171478134654	11.759270903264039	0	0
1193	0.3507979343414502	4	4	0.46557915663887023	13.761831305948952	1	2
109	0.039919816163089115	7	4	0.47448166494177235	16.805839666869076	0	1
174	0.2298084068806625	7	4	0.3688620320120331	27.102305965672482	2	3
290	0.23773628724984688	7	1	0.4705775808370412	14.549053234347355	0	1
1244	0.08887677910993079	3	4	0.3948109341398702	10.928981216805958	1	2
463	0.24102753565919433	6	4	0.460446325125998	11.390804456980925	1	1
960	0.051061543373956526	3	4	0.37444299628342753	19.98355049233532	2	0
354	0.08007673795887237	6	4	0.30484330403106674	23.719066962449308	1	1
1278	0.12917683666287727	4	4	0.409901330067952	17.256297860206526	1	2
912	0.05980095662699701	3	4	0.35221715707605267	21.81409411022413	0	0
1183	0.15374232277853836	7	4	0.44453676205403747	21.77257930579912	0	1
556	0.41117247824760533	6	4	0.6279446448922199	14.148252003003652	3	2
411	0.044122811377953104	5	5	0.6256515754677002	10.365719716300212	0	0
1215	0.08739991962442538	2	3	0.2958537358291275	8.307591200509158	0	1
987	0.35569830471347325	6	4	0.7004394290183341	17.23623822857569	2	1
697	0.3438883134658609	11	4	0.6119722669734068	20.150186127082407	3	2
1039	0.11545466296069723	0	0	0.4034227361536363	18.989399828757406	0	0
613	0.03790624535907935	0	0	0.3549130397147992	2.859423909423909	0	0
1546	0.18019370022838907	7	4	0.49337655662838087	12.616047166627663	1	1
52	0.0960416774308632	6	5	0.40624531992203394	17.387189380107333	0	0
1541	0.06350713399707207	1	0	0.3369631994130086	5.613361982015232	0	0
1279	0.007835614084852099	0	0	0.23369903619903964	2.3133763295528	0	0
144	0.21601404054579015	3	4	0.5806893704547702	11.438182852579136	1	3
63	0.072773655584403	0	0	0.536413179009372	10.972408040016397	0	1
996	0.1913037267940025	7	4	0.44856225987371356	24.45922584318061	1	1
1375	0.25246355289988154	8	4	0.425348441067395	28.900223973241864	1	3
1192	0.049018848478148275	2	5	0.29509515829346716	21.913128575295406	0	1
1482	0.19378631975449973	3	1	0.3294870618432262	10.059345676683138	2	0
801	0.03852271667309992	0	0	0.3143640072869831	6.337067825759439	0	0
131	0.30179217349025345	4	4	0.44887637279925985	20.58589453632022	1	3
1427	0.13205089580734727	3	5	0.3594718073500302	3.971872571872572	0	1
1531	0.3411195612712746	6	4	0.6457561714760454	13.278065072182718	0	2
898	0.21904072485332177	7	4	0.37839813020542135	20.381721357417945	1	2
1534	0.8669503082823545	7	4	0.9365158070527357	27.19817992465051	3	3
1424	3.6586772664343793e-07	0	0	0.340778194133581	0.5222222222222223	0	0
1203	0.3151494584598663	7	4	0.3988451678048688	11.925944720913762	1	3
689	0.12794516858375374	10	4	0.38429949366022803	16.647920493268114	3	3
15	0.036414792372187005	6	1	0.3397700398645574	15.769373312446064	2	0
1315	0.047192823599009885	1	1	0.6184828277813649	9.09631946570801	0	0
657	0.31955935627755344	8	4	0.5367819530507587	19.654378471769775	2	2
597	0.22814320156694312	8	1	0.48100811976414515	20.912995784745007	1	2
1272	0.14600342441487374	4	5	0.41540932770162864	13.255522092286796	0	2
1261	0.2339384637687052	4	4	0.5174791509745289	16.089561184018716	1	2
335	0.07215858778094832	1	4	0.4172231158695011	8.527060375125393	0	1
60	0.1292815957096482	4	5	0.39866239615572735	17.065899991186022	0	3
560	0.16989405128287358	4	5	0.49042264824730364	20.81255257321012	0	1
500	0.2627043937536952	8	4	0.5146335765553067	25.124759266361423	3	3
1390	0.2066369778364389	0	0	0.29029104082387447	8.721815751552256	0	0
1587	0.1187752948993468	6	4	0.5167165187333354	13.728922874511108	1	3
1075	0.11404855043903671	7	4	0.45984743641132386	17.707512787350247	3	2
703	0.233802943922703	6	4	0.5014819423980459	17.540667493840864	1	1
1285	0.14355848732789173	11	4	0.4317073211143225	25.57966388186976	3	3
685	0.05057878439898164	9	4	0.4064448055382878	13.514004949299064	1	2
1442	0.08161414111929291	7	4	0.4861651906805205	27.04513803190273	1	3
159	0.05856510724375022	0	0	0.34141200222768703	12.416925943218176	0	0
705	0.20385483244679622	0	0	0.43900296519008486	14.027452501059308	0	1
1458	0.2894519222217481	7	4	0.5208686074083718	14.3970829823771	1	3
563	0.25917845989357174	7	1	0.5191712209131913	12.839181488446194	1	2
690	0.052889108459824814	0	3	0.2976470150007638	13.630593799904943	0	0
1588	0.03534381953380414	1	1	0.3266954534157047	13.491004665269367	0	0
226	0.15626766804515355	1	4	0.5104553597062736	20.505746047038603	0	1
1329	0.06311267962711549	0	0	0.49085060520483026	3.2523327764426835	0	3
582	0.029139967068829074	2	4	0.3605659833480804	7.863563445946674	0	1
770	0.14766775844977467	6	4	0.42079299120393565	8.848125159154572	1	2
183	0.10716564622361888	4	1	0.4630991075040753	13.646362989435744	1	2
1489	0.2118299628493491	3	5	0.5975100894308067	14.40350525377615	0	2
240	0.2757735258347733	9	5	0.5571577784599118	16.411828591085555	0	2
54	0.3871698685291406	7	4	0.7162167806918331	17.454857071033544	3	2
890	0.03159752885572841	5	4	0.46655552072335915	20.420176572653354	0	2
935	0.25201907742150476	11	4	0.3447969891440138	27.162426135955542	3	3
427	0.06432724269080846	4	4	0.331659576638683	8.550179409962018	1	1
1600	0.13571821057417	4	5	0.4279391733678682	10.162622834681658	0	1
1539	0.19714499506738345	6	4	0.3896894290189079	25.624196245790664	3	2
39	0.1263802799550796	5	1	0.33393781425949737	11.377493236897262	1	1
233	7.035613056860072e-05	0	0	0.6619291972048785	2.10439215497265	0	0
455	0.09200037166285348	6	4	0.3645993518098398	18.603785670813533	1	1
1165	0.09716392989622871	4	4	0.4227238311197158	12.750817550406996	0	1
1007	0.34486668656291036	10	4	0.49779660464734454	20.309262678550255	3	3
780	0.008059672165589182	0	0	0.4083977333268143	4.653884722089056	0	0
616	0.3201434798189188	6	4	0.39045072100276845	14.04902336935585	1	3
725	0.2066098959768839	7	4	0.372928048392656	15.98334263345873	0	0
1526	0.15574549262705967	5	4	0.42346993719175513	26.995035239322814	0	1
1168	0.06749988988367099	6	4	0.40777661114841685	15.709070990069442	1	3
129	0.09336071696498471	3	4	0.38713569942372505	16.159226738174105	1	1
471	0.11194204045833128	5	4	0.4245948607564816	17.392693608010262	1	1
1146	0.27448636304638063	8	4	0.47067026204364176	22.078674524649752	3	3
1016	0.17124918727088417	4	4	0.5202819036111804	8.806927876045522	1	1
360	0.24856855246914747	6	4	0.5196326362766918	28.525833600524	1	1
1040	0.005740924323446283	6	4	0.42991725363697597	7.305555555555555	1	1
305	0.29235894118277084	5	1	0.5826417400486591	15.885769479283072	1	2
1349	0.32574049926541526	8	4	0.4398414049130532	25.165978674972145	3	3
1286	0.042916472991539736	0	0	0.2932391526011204	10.041507795609965	0	0
629	0.1329174762669188	7	4	0.42329888114625874	15.828500225264929	1	2
1199	0.21784333491609212	10	4	0.4738241871469285	20.055332004596707	2	2
585	0.10696110632647819	6	4	0.5749193709168644	12.439071016702595	0	2
728	0.2553133633106387	5	4	0.3835791555650352	16.409633503751145	1	3
542	0.0611819007845817	4	1	0.48820619662611414	17.046169843228668	1	3
636	0.23353810370787267	0	0	0.39639615106406745	13.974854004784342	0	1
1562	0.03671862781477409	3	4	0.5248455880958396	8.146864062150442	0	0
923	0.3718606196774306	9	4	0.5049162169548799	17.922995958290073	1	2
1121	0.11738086136185602	3	5	0.5125532350355902	10.740558017198547	1	2
1363	3.7167267088704013e-10	0	0	0.403372894906933	0.9785714285714285	0	3
936	0.8335268512804481	8	4	0.8237318328468736	22.382083929142745	3	3
