@RELATION "short answer attributes"

@ATTRIBUTE cosine REAL
@ATTRIBUTE nKeywords REAL
@ATTRIBUTE lsa REAL
@ATTRIBUTE partwords REAL
@ATTRIBUTE lang_sim REAL
@ATTRIBUTE lda REAL
@ATTRIBUTE align REAL
@ATTRIBUTE corpus_sim REAL
@ATTRIBUTE lda_extract REAL
@ATTRIBUTE cos_score REAL
@ATTRIBUTE bingo_score REAL
@ATTRIBUTE jaccard REAL
@ATTRIBUTE "dice sim" REAL
@ATTRIBUTE keywords_norm REAL
@ATTRIBUTE LSI_query REAL
@ATTRIBUTE bleuscore REAL
@ATTRIBUTE category {0, 1, 2, 3}

@DATA
0.407,39,3.270532728001177,0.10869565217391304,0.19364905432873536,4,0.5,0.3333333333333333,6,0.45454716795391326,18.418628185539944,0.09836065573609246,0.10628933877774507,28.888888888674902,0.5126034617424011,0.1009012581975349,3
0.256,23,2.3310279222520927,0.021739130434782608,0.18299854197008886,9,0.2702702702702703,0.16666666666666666,6,0.2804961843070587,12.018731629567544,0.06122448979466889,0.042836660087760256,17.03703703691084,0.4807797968387604,0.00036132711255381153,0
0.32,39,2.90290167641966,0.10869565217391304,0.19248830654459648,9,0.5365853658536586,0.375,3,0.45153489183886875,17.12297473768062,0.09803921568435219,0.12047951452848915,29.629629629410154,0.5921997427940369,0.05061861864886742,2
0.0,0,0.8407825069338583,0.0,0.13852341251884875,9,0.05714285714285714,0.041666666666666664,0,0.21874917761327042,7.426802119449177,0.0,0.0,0.0,0.0,0.15000000000000005,0
0.555,26,2.587292950840711,0.13043478260869565,0.2245890394262105,4,0.6046511627906976,0.4583333333333333,6,0.2897428614103422,17.560056840528638,0.14035087719052017,0.1846482539167483,19.999999999851852,0.7947296500205994,0.11350628144038838,3
0.272,17,1.7605461095880404,0.043478260869565216,0.20284786319608514,9,0.3333333333333333,0.20833333333333334,1,0.42128844389063114,4.2959858839654235,0.07894736841897508,0.06676845307531631,13.333333333234568,0.4467320144176483,2.778818784669251e-05,1
0.47,27,2.792779465691772,0.06521739130434782,0.2078791349407481,0.9487153440713882,0.391304347826087,0.375,0,0.21705933426142393,19.911319090266456,0.09836065573609246,0.1018586456061938,19.999999999851852,0.7564403414726257,0.11331952219136814,2
0.418,26,1.5895246324343224,0.10869565217391304,0.16919232322502853,9,0.5294117647058824,0.375,4,0.32108188034632634,11.834389466742408,0.11904761904478459,0.16032459853901124,19.999999999851852,0.6188260316848755,0.050234460375591324,2
0.445,53,1.5807176376667902,0.13043478260869565,0.20738380932274192,0.9444444477558136,0.39215686274509803,0.4166666666666667,4,0.2745122765657358,24.425215569604106,0.11940298507284472,0.18730685791144577,39.999999999703704,0.827640950679779,0.12610946696922867,0
0.128,12,2.7162995332838538,0.043478260869565216,0.24586724717665734,9,0.6060606060606061,0.3333333333333333,0,0.5052878381887872,4.542052735705987,0.04878048780368829,0.02598567908084403,8.888888888823047,0.35598114132881165,8.250651629891429e-05,3
0.401,18,2.863420254887636,0.10869565217391304,0.20816218453610358,9,0.46153846153846156,0.4166666666666667,2,0.17535320389068948,14.8502442002442,0.13725490195809306,0.14537302461265167,13.333333333234568,0.7979047298431396,0.03415677079777738,2
0.366,26,1.9437193307717842,0.06521739130434782,0.19800311681149088,9,0.46808510638297873,0.3333333333333333,0,0.4260158395202609,17.224723028089898,0.11475409835877452,0.08965809043786932,19.999999999851852,0.5914832949638367,0.03852743881182356,2
0.272,14,1.8841238676117358,0.043478260869565216,0.20547822455798667,9,0.26666666666666666,0.125,6,0.17387220777237627,6.69072850953656,0.05263157894598339,0.05341041652370363,10.370370370293553,0.506783127784729,1.971135733554723e-05,0
0.384,21,2.9023257198178336,0.10869565217391304,0.2614806461046812,9,0.6666666666666666,0.3333333333333333,4,0.41767851517357224,8.531344369424865,0.11904761904478459,0.1345348581257018,16.296296296175584,0.5719100832939148,0.050234460375591324,3
0.387,32,2.930195719407724,0.08695652173913043,0.3474929910861089,4,0.45714285714285713,0.25,6,0.4344699770331449,15.33545743472214,0.1599999999968,0.15722875590913,24.44444444426338,0.7238147854804993,0.05068695906790257,3
0.32,22,2.4639256234733993,0.10869565217391304,0.31793163184335294,9,0.6486486486486487,0.375,2,0.4446401712131991,14.103247242953126,0.1399999999972,0.12726666155378935,17.777777777646094,0.5844988822937012,0.050785153213902215,1
0.445,18,3.012784088639536,0.10869565217391304,0.27864656683117855,0.951386034488678,0.3888888888888889,0.2916666666666667,3,0.532539853672187,12.692844736962382,0.169811320751513,0.14559172365375167,14.074074073969822,0.5847054123878479,0.07609930698601773,2
0.362,23,2.433522652599376,0.08695652173913043,0.20773184853041662,0.9444370567798615,0.6818181818181818,0.5,0,0.34860756729114734,19.840290875275393,0.12499999999776787,0.15444441026586206,17.777777777646094,0.6247828602790833,0.0009589076073439009,2
0.181,9,2.716640449686517,0.06521739130434782,0.2580071911568059,9,0.5714285714285714,0.375,1,0.26729834496123417,7.740849608767566,0.10204081632444816,0.06658105001827054,6.666666666617284,0.580115556716919,0.07542241103128178,0
0.296,20,1.2678321230859677,0.06521739130434782,0.1575896975509074,9,0.3157894736842105,0.2916666666666667,4,0.25925340867407703,10.932737992142018,0.06382978723268448,0.12496335533851863,15.555555555440332,0.6416244506835938,0.15031265120174728,1
0.444,27,2.8440533446102805,0.08695652173913043,0.20563303979903416,4,0.6046511627906976,0.4166666666666667,4,0.37142173813391766,15.409139879728112,0.10714285714094389,0.08402471696481872,20.740740740587107,0.6902973055839539,0.03834114872801494,2
0.29,7,1.3604023694681784,0.043478260869565216,0.16474572384887973,9,0.2777777777777778,0.125,3,0.37066073180940023,13.809147047707084,0.08695652173724008,0.14166954117602817,5.185185185146777,0.6092525124549866,0.0003635557094245005,1
0.502,41,2.654840559552018,0.1956521739130435,0.25759883950840967,4,0.75,0.5,3,0.6231510914221318,21.778496993202875,0.21428571428188778,0.2175393972003959,31.851851851615915,0.727898120880127,0.091320511282689,3
0.427,31,2.654840559552018,0.15217391304347827,0.23235417276079062,0.9487085342407227,0.6046511627906976,0.6666666666666666,4,0.26455632830187203,18.579074009066268,0.14545454545190084,0.1972995856358758,24.44444444426338,0.8445691466331482,0.11771766463411562,3
0.418,31,1.49312252621265,0.08695652173913043,0.18459080367476832,9,0.4864864864864865,0.375,1,0.3326844535535659,13.56499523438378,0.08333333333159723,0.12802934090112153,23.703703703528124,0.6955429315567017,0.15031514215908529,3
0.128,11,2.7162995332838538,0.043478260869565216,0.21192211119572502,9,0.5128205128205128,0.375,0,0.44773679185392934,6.135777784307197,0.062499999998697923,0.02254900265190631,8.148148148087792,0.4697990417480469,0.00033821258733287,2
0.296,15,1.3304759617409028,0.06521739130434782,0.1711349882666277,9,0.34146341463414637,0.2916666666666667,1,0.22110623932524687,10.102112901083157,0.08163265305955852,0.10224889955981542,11.111111111028807,0.6142775416374207,0.00046138367731008784,0
0.317,41,2.126094252939272,0.10869565217391304,0.17704131254123537,9,0.3673469387755102,0.375,6,0.2509611885537316,15.152535957334713,0.09677419354682623,0.12477625686686956,31.111111110880664,0.6048174500465393,0.1009084656284574,2
0.32,18,1.3605416539762214,0.06521739130434782,0.17295412642561572,9,0.25,0.20833333333333334,1,0.17948150383042444,9.399308594742031,0.08163265305955852,0.12642100908158818,13.333333333234568,0.7174443006515503,0.03796138133356024,0
0.0,0,0.0,0.0,0.21627589681117387,9,0.3225806451612903,0.2916666666666667,0,0.1065067521865772,3.399708624708625,0.02564102564036818,0.0030095610604082626,0.0,0.4086357653141022,0.1500205116304213,0
0.37,18,1.5646508968230421,0.021739130434782608,0.2378929684027205,9,0.20512820512820512,0.08333333333333333,3,0.23526723350557166,14.693676498939656,0.059999999998800006,0.07475873400206906,13.333333333234568,0.7325001955032349,0.07529844784444117,3
0.296,9,2.3204069956234155,0.06521739130434782,0.2573407462389223,9,0.6111111111111112,0.3333333333333333,6,0.362506541796334,11.304908550341988,0.08510638297691264,0.06118646520995177,6.666666666617284,0.500469982624054,0.0003992807964466085,1
0.469,36,1.6507261679834666,0.10869565217391304,0.1727888641921783,9,0.46511627906976744,0.4166666666666667,5,0.26187931282477106,16.75833686007834,0.13461538461279587,0.20053171668136363,26.666666666469137,0.7585998177528381,0.05085756598727689,0
0.384,25,1.0299726090147165,0.08695652173913043,0.17832533647844734,9,0.4888888888888889,0.4583333333333333,1,0.22407181559327238,10.529609434253398,0.07547169811178356,0.10380384163562048,19.259259259116597,0.519095242023468,0.038051782001014896,2
0.32,39,2.8285713053705535,0.10869565217391304,0.24679604679500416,9,0.5128205128205128,0.4166666666666667,2,0.5870100627536816,16.294586377674612,0.11999999999760001,0.10933328220465868,29.629629629410154,0.6239180564880371,0.03818873439277371,2
0.362,34,1.5649750987760769,0.08695652173913043,0.16807588558497022,0.9523776173591614,0.47058823529411764,0.5,6,0.2667726785668979,18.83315225795875,0.08064516128902185,0.07535614482716083,25.925925925733885,0.5554283261299133,0.03827804975483949,2
0.256,28,3.241352977445313,0.08695652173913043,0.2146062165586488,9,0.45,0.3333333333333333,0,0.41770653754335885,12.924148197228357,0.07547169811178356,0.05140499979002904,20.740740740587107,0.4399663209915161,0.038051782001014896,1
0.222,7,1.8570726545076035,0.043478260869565216,0.19268536449048163,9,0.46511627906976744,0.2916666666666667,3,0.2723144517715564,10.722893197274004,0.07692307692159764,0.08042283138221046,5.185185185146777,0.5166688561439514,0.0005329561022406915,0
0.387,43,3.241352977445313,0.10869565217391304,0.2030617127682801,4,0.4897959183673469,0.5,2,0.2851974701712207,19.694632246838125,0.12307692307502958,0.10495914406867206,32.59259259235117,0.6581809520721436,0.05114360535630431,2
0.309,23,2.8217481519905867,0.13043478260869565,0.2034022496467101,5,0.4444444444444444,0.4166666666666667,2,0.22413820157067826,15.388870794032993,0.16949152542085608,0.16667286738467968,17.03703703691084,0.7495323419570923,0.10136238958953976,3
0.279,28,2.597152950244292,0.13043478260869565,0.17756229304789506,5,0.48,0.5416666666666666,1,0.2687488735106366,15.9227580024558,0.14516129032023933,0.170924701892771,21.481481481322362,0.5036227107048035,0.0679489554956191,3
0.309,22,2.4699310806269192,0.08695652173913043,0.21337638999358643,9,0.42105263157894735,0.2916666666666667,3,0.3617967170368184,12.528804610422258,0.12499999999739585,0.15512394788422523,17.777777777646094,0.48371317982673645,0.03810956793907088,1
0.339,26,2.2571027218072466,0.06521739130434782,0.21461479470067765,9,0.6046511627906976,0.4166666666666667,1,0.34585679222443944,14.400446612211319,0.09259259259087792,0.1347895826709272,19.999999999851852,0.6755692958831787,0.0006871468408237133,3
0.0,10,1.6841322434592652,0.0,0.1870941027657419,9,0.3684210526315789,0.20833333333333334,0,0.407122998254967,10.323757670777795,0.059999999998800006,0.005084745762711433,7.407407407352538,0.26253727078437805,0.15038209542746253,1
0.436,11,2.8625795079869434,0.06521739130434782,0.2460633425752556,9,0.47368421052631576,0.2916666666666667,2,0.3043128352171833,14.079180772152574,0.12499999999739585,0.1449264960221253,8.148148148087792,0.814679741859436,0.10060956299115456,0
0.384,24,2.5926407543604735,0.06521739130434782,0.16916975159684436,9,0.37209302325581395,0.375,4,0.1423991039392655,13.095636552989495,0.09433962263972945,0.12138095591884138,17.777777777646094,0.7314114570617676,0.0506670190225178,0
0.128,3,3.164326673559703,0.043478260869565216,0.2021232987475618,9,0.47368421052631576,0.2916666666666667,0,0.4879475444109556,7.372033045214159,0.09999999999800001,0.024354372779096547,2.2222222222057617,0.3103439509868622,0.0005898898006659613,0
0.286,24,2.464440331659374,0.06521739130434782,0.18184452690633,9,0.5,0.375,5,0.5626960829223507,13.672643245127764,0.09615384615199704,0.08169016843464492,18.518518518381345,0.5567014217376709,0.0006442917774154347,1
0.437,19,2.3310279222520927,0.06521739130434782,0.21853403838801522,0.9444444179534912,0.3888888888888889,0.25,3,0.43038005848863714,18.834398934398934,0.24528301886329656,0.19611917059948686,14.814814814705077,0.6219660043716431,0.03900267438927827,2
0.384,32,1.997851415577396,0.06521739130434782,0.17943425766754864,9,0.32432432432432434,0.20833333333333334,3,0.2136255453717154,8.624473239179121,0.06666666666518518,0.06917323884036479,24.44444444426338,0.44789814949035645,0.15025430105800938,3
0.283,22,2.801364306653197,0.10869565217391304,0.2187961533658485,4,0.5,0.5,0,0.4431819509575533,14.095638266961798,0.14999999999750002,0.14303166650233146,17.03703703691084,0.5990118980407715,0.0012599893310396475,1
0.299,20,1.6686768357193218,0.06521739130434782,0.23321674611018312,9,0.3684210526315789,0.3333333333333333,2,0.2539936117416174,13.248989898989898,0.12499999999739585,0.17770811714514803,16.296296296175584,0.6245291829109192,0.03810956793907088,1
0.384,28,2.179997271669648,0.08695652173913043,0.21572810230924772,4,0.5365853658536586,0.375,1,0.4212753359613247,15.843513512631155,0.14545454545190084,0.14158141887846296,21.481481481322362,0.6713448166847229,0.001051001208189589,2
0.181,11,1.1258204308717306,0.021739130434782608,0.18454769478382332,9,0.5142857142857142,0.25,6,0.2671411558621513,7.4098755235132945,0.06666666666518518,0.0676990510634755,8.148148148087792,0.6012428998947144,0.15025430105800938,0
0.181,17,2.5480705675415316,0.021739130434782608,0.24532814165895633,9,0.42105263157894735,0.375,2,0.2022657096284867,9.772618313059493,0.06521739130293006,0.0886818806608162,12.592592592499315,0.6378863453865051,0.15028467586201907,1
0.458,28,1.827776807918539,0.08695652173913043,0.18842442263074377,9,0.5853658536585366,0.5833333333333334,6,0.30599217882554497,12.524359200535333,0.1399999999972,0.18180918782113628,21.481481481322362,0.6793918013572693,0.01745181941760596,1
0.598,32,2.930195719407724,0.13043478260869565,0.3445471025001564,0.962960347533226,0.5333333333333333,0.3333333333333333,5,0.47975879153517365,25.3553029486853,0.1791044776092671,0.1435042400890999,24.44444444426338,0.8676741123199463,0.05156600203159889,3
0.588,29,3.0914730731826636,0.13043478260869565,0.1899966794653573,9,0.5128205128205128,0.3333333333333333,3,0.25746101849455527,15.049562039267919,0.1399999999972,0.14916464891039904,22.222222222057614,0.820761501789093,0.15061324649053578,3
0.0,3,0.0,0.0,0.15595174436676354,9,0.21739130434782608,0.25,0,0.3243262574755114,13.203693617408451,0.05172413793014269,0.0040911747516069,2.2222222222057617,0.2508081793785095,0.15048304645127844,0
0.458,35,2.8285713053705526,0.13043478260869565,0.20428008742932074,4,0.6666666666666666,0.4583333333333333,1,0.36963372499329905,18.056847847714717,0.1296296296272291,0.14671717171715928,26.666666666469137,0.6978887319564819,0.06758131375949486,1
0.458,45,2.760282876714881,0.1956521739130435,0.20763385471177626,4,0.7906976744186046,0.5833333333333334,5,0.5317396487046536,22.129896247543307,0.23214285713871174,0.2623797219524331,34.81481481455693,0.6088887453079224,0.0916229033231168,1
0.32,37,1.3561979679144718,0.08695652173913043,0.16819973169095065,9,0.3333333333333333,0.2916666666666667,6,0.23459380672556268,9.827094431196599,0.07843137254748174,0.07763984292887482,28.148148147939644,0.5063580870628357,0.0005117460840374297,3
0.397,49,2.7865227694469965,0.13043478260869565,0.1825732381954589,4,0.4727272727272727,0.5,6,0.37598951213311566,34.280208065927866,0.13698630136798648,0.1897672550655906,37.777777777497946,0.5632067322731018,0.06781619466868948,2
0.479,44,3.032870309490555,0.17391304347826086,0.2825427889092821,4,0.6086956521739131,0.5416666666666666,0,0.5065601635443282,24.42193880251155,0.218749999996582,0.25339563332145926,33.33333333308642,0.8591185808181763,0.04688893329836093,2
0.256,14,1.0299726090147165,0.021739130434782608,0.18685595856264642,9,0.22857142857142856,0.125,1,0.2704234518221719,7.98852011851238,0.0681818181802686,0.09269891248519806,10.370370370293553,0.48659253120422363,0.15022172258018568,0
0.344,19,1.462140436191189,0.08695652173913043,0.1560688066928087,9,0.41025641025641024,0.25,5,0.2391700955590146,10.972855880789318,0.08333333333159723,0.11176323071600563,14.814814814705077,0.5099501609802246,0.15043185657587677,1
0.407,30,3.662188918106939,0.08695652173913043,0.2273558075554617,0.9583264067769051,0.39215686274509803,0.3333333333333333,2,0.3507522460575193,20.591169557361166,0.1323529411745242,0.13362794925940188,22.96296296279287,0.6827481389045715,0.05123235403993948,3
0.272,6,2.0704698735919753,0.0,0.18061650327547812,9,0.2631578947368421,0.20833333333333334,6,0.2654136459351709,8.208447643911704,0.04347826086862004,0.04415279062595997,4.444444444411523,0.6806609630584717,0.15020168475607423,0
0.29,24,2.6234841931290505,0.10869565217391304,0.2151895426609649,9,0.4888888888888889,0.375,6,0.29846743453310287,13.572802363839179,0.12499999999776787,0.1272314333466521,18.518518518381345,0.6179548501968384,0.05095890552401066,1
0.128,10,0.854826663189566,0.021739130434782608,0.17840496284474427,9,0.3684210526315789,0.2916666666666667,6,0.2717189089630932,9.348472625809748,0.059999999998800006,0.04366260193777273,7.407407407352538,0.4491485059261322,0.00038213292745313895,0
0.366,29,2.8440533446102805,0.08695652173913043,0.17929638811340026,9,0.5,0.5,2,0.3455992729747867,20.699150148956647,0.08333333333217592,0.07855472723709796,22.222222222057614,0.5837709307670593,0.03826044278625531,2
0.575,36,3.0914730731826636,0.15217391304347827,0.18958868802464462,5,0.4406779661016949,0.4583333333333333,6,0.22752449674486053,20.85102517881155,0.1199999999984,0.08533637886783213,27.407407407204392,0.8036925792694092,0.06355105530040353,3
0.128,8,2.716640449686517,0.043478260869565216,0.20223068629010965,9,0.45,0.4166666666666667,0,0.24340808596100674,8.341965567971762,0.04081632652977926,0.045244402845880244,5.925925925882031,0.4811036288738251,0.15025596342052028,0
0.496,54,2.6395885131819607,0.21739130434782608,0.24819846001215778,4,0.7083333333333334,0.5833333333333334,3,0.6065786282549125,29.035115456438977,0.21212121211799814,0.22353497491207458,41.481481481174214,0.7843071222305298,0.08577448804574976,3
0.256,22,2.086757308759951,0.043478260869565216,0.28000033211855624,9,0.5789473684210527,0.3333333333333333,0,0.4948268811108961,12.87108202255261,0.15686274509496348,0.15599476365290765,16.296296296175584,0.5949059128761292,0.03842241292276046,1
0.346,20,1.3935677247212395,0.08695652173913043,0.16681685648993794,0.9401656091213226,0.43478260869565216,0.4166666666666667,1,0.37473088310489777,21.275204525436717,0.16923076922816568,0.19247887621273255,15.555555555440332,0.4589564800262451,0.03899911147629305,3
0.0,3,2.7162995332838538,0.021739130434782608,0.1847672635695771,9,0.34146341463414637,0.2916666666666667,0,0.2999247097241878,7.518627773155637,0.03846153846079882,0.004225216089622511,2.2222222222057617,0.26406535506248474,0.1502956707093927,0
0.229,37,1.9437193307717842,0.043478260869565216,0.17062108344613836,9,0.42105263157894735,0.375,2,0.29783823161815143,20.593445859938655,0.07042253521027574,0.05676269260689157,28.148148147939644,0.4292839467525482,0.0006654520745257753,3
0.128,9,1.176625559473197,0.0,0.16344231708121,9,0.1875,0.08333333333333333,3,0.16831019217307908,6.7859362215012355,0.04999999999875,0.0486668044646506,6.666666666617284,0.40761739015579224,0.15005844545362043,1
0.0,9,1.6841322434592652,0.0,0.2548294411302623,9,0.14285714285714285,0.041666666666666664,0,0.35798652426248834,3.611426787007282,0.054054054052593135,0.0009161704076957538,6.666666666617284,0.34111109375953674,0.15000790580864656,3
0.344,26,1.5659852965038017,0.08695652173913043,0.1677162596984773,9,0.425531914893617,0.3333333333333333,6,0.21263952169375588,15.787662470828103,0.10526315789289013,0.12889833375997528,19.999999999851852,0.6206573247909546,0.07585696614368283,2
0.463,40,2.234296612673868,0.17391304347826086,0.2083194351383764,4,0.6190476190476191,0.4583333333333333,6,0.48282138155153387,16.27889104359693,0.20370370369993143,0.18934726604216534,31.111111110880664,0.6131076812744141,0.029468085075916053,3
0.427,43,3.0532528827097267,0.10869565217391304,0.21856457128438617,4,0.6363636363636364,0.4583333333333333,6,0.4027428188828852,19.605251717031564,0.16666666666358027,0.20377911479604657,32.59259259235117,0.6964396834373474,0.013632469089213905,2
0.448,36,2.464440331659374,0.10869565217391304,0.15542373869635126,9,0.4,0.625,5,0.40362208576747594,19.49832028566547,0.06666666666577778,0.08941459967328978,27.407407407204392,0.7075120806694031,0.05061244096172416,1
0.296,12,1.13748256387993,0.043478260869565216,0.15336339578412814,9,0.36363636363636365,0.16666666666666666,2,0.14366287972331357,7.919761536417547,0.09756097560737657,0.11805442059149593,9.629629629558298,0.5068881511688232,0.037648657509447375,2
0.362,19,3.044043623297409,0.043478260869565216,0.19013314669472925,9,0.38095238095238093,0.375,4,0.31524262517880103,12.956209068709068,0.07407407407270233,0.04107214191959611,14.074074073969822,0.581171989440918,0.0005684397545731993,0
0.296,31,2.90290167641966,0.08695652173913043,0.21719495675957518,9,0.5128205128205128,0.4166666666666667,6,0.5499800174830637,12.47299391784686,0.10204081632444816,0.09220447501033527,23.703703703528124,0.4960768222808838,0.11305773607690585,1
0.515,36,2.042614386525902,0.08695652173913043,0.20483530995944726,9,0.42105263157894735,0.25,2,0.33982078964840357,13.966934454434455,0.1086956521715501,0.13724083684806268,27.407407407204392,0.6341631412506104,0.025439467971009478,2
0.453,33,2.9123756596502233,0.13043478260869565,0.1819674338239037,5,0.6,0.5,2,0.23006467279567872,15.578687527642629,0.11111111110934745,0.09628670249899339,25.18518518499863,0.6523968577384949,0.1176256301547474,3
0.314,28,1.330086693312756,0.06521739130434782,0.16846168320116953,9,0.4888888888888889,0.3333333333333333,2,0.38838174923519925,15.665873260726203,0.06451612903121749,0.06771470662257399,20.740740740587107,0.3977736532688141,0.0006436393478283187,1
0.272,16,1.3304759617409028,0.043478260869565216,0.20016056632509188,9,0.3125,0.25,1,0.3065973577423642,6.1586320542202895,0.04999999999875,0.09983562668555601,11.851851851764062,0.6387154459953308,5.84829536110494e-05,0
0.0,0,0.0,0.0,0.1363897052246608,9,0.07142857142857142,0.041666666666666664,0,0.15243033997639335,2.057387873564344,0.027777777777006175,0.0014124293785309535,0.0,0.23739929497241974,0.15000107046741754,0
0.229,6,2.6342843458320933,0.043478260869565216,0.20164048673268914,9,0.34285714285714286,0.16666666666666666,5,0.3004622621696775,6.818841676039819,0.0681818181802686,0.04151798009572158,4.444444444411523,0.3534797430038452,0.15022172258018568,1
0.444,21,2.337439739304088,0.06521739130434782,0.1666567072258014,9,0.4,0.25,5,0.2989220113551457,10.284262160268351,0.06122448979466889,0.07081368140475927,15.555555555440332,0.6399181485176086,0.00036130836256082,1
0.523,42,2.80303718678952,0.13043478260869565,0.2183839882831043,9,0.6666666666666666,0.375,2,0.4635179082011903,13.315158289422993,0.1363636363605372,0.16422068883379218,31.851851851615915,0.65082186460495,0.0670663241374086,2
0.209,19,2.6018664892899017,0.08695652173913043,0.19947087606842645,9,0.4,0.375,5,0.25957672352095,9.769697596864779,0.11538461538239646,0.08831658869544466,14.074074073969822,0.5707665085792542,0.038116307356711523,1
